2026-06-25 03:47:13, 66704151_min, 0.99
2026-06-25 03:47:18, 66704151_min, 0.95
2026-06-25 03:47:19, 66713643_sky, 0.98
2026-06-25 03:47:22, Unknown, 0.78
2026-06-25 03:47:23, 66704151_min, 0.98
2026-06-25 03:47:25, 66713643_sky, 0.98
2026-06-25 03:47:28, 66704151_min, 0.97
2026-06-25 03:47:30, 66713643_sky, 0.98
2026-06-25 03:47:33, 66704151_min, 0.98
2026-06-25 03:47:35, 66713643_sky, 0.98
2026-06-25 03:47:38, 66704151_min, 0.98
2026-06-25 03:47:40, 66713643_sky, 0.98
